business_family;business_unit;costumer;costumerkey;costumer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type;division_name;region_name;address_number;city;country;costumer_address_1;costumer_address_2;costumer_address_3;costumer_address_4;state;zip_code;PK_CLIENTE
O2;1;Gamma Supermarket;10013039;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";45709c76b3442ee95cfc94a24efc64ef3754747828210df530c102714657182d
R3;1;GammaGraphX Store;10013052;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";5e7f8f283bc13f47e6ca953000509527b732c18bad63d5af3b041fd222ea796a
R3;1;Gammel Group;10013061;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";a46255ffa77994a1865b255be5eff366b85926af1bda21fecad1b2051a404ca0
R3;1;Gandalf Supermarket;10013079;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";daa0ccb611bac5539c4a6cd50eded5ff58d7db67e7a3bad169e3b094e3342d14
R3;1;Ganymede Shop;10013080;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";ef164e0e76d8015c12b0c10ba61a5ab8887c2f035348bd4342d4e4325d2e0320
R3;1;Garbee Supermarket;10013127;G3;1;M1;816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";46978ffdedecf8ac9c589680cb7fb53d8c845b397ac32da80f28bc54875e3cac
R2;1;Garlin Supermarket;10013137;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";37045bcd451afd05df441644d0d7a11626bcbca2f96cb3c461de36dc9102fb55
R3;1;Gartner Supermarket;10013188;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10013188;Charlotte;US;PO Box 36409;\"\";\"\";\"\";NC;28236;34133e054f48d163dd00914e21baa30665f6e587a7cbf0a46b1ff61930505262
R3;1;Garza Supermarket;10013232;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10013232;Milwaukie;US;PO Box 250825;\"\";\"\";\"\";WI;53225;c0201cdead7739440d840b83e2ae5cc46a12d9ecc38b960b8ba5ba2e85f9c220
R1;1;Gastown Store;10013238;G2;2;\"\";816-455-8733;4;S11;C;Domestic;Central;10013238;Janesville;US;PO Box 5222;\"\";\"\";\"\";WI;"";09d2bf1a5ca63dcf3a61e2515002e1ce79cdd6df1bd85ebf7da76b7b3cf55cfd
O2;1;Gate Shop;10013252;G2;2;\"\";816-455-8733;2;S12;C;Domestic;Southern;10013252;Irving;US;Dallas PDC #15;Attention  Accounts Payable;PO Box 167728;\"\";TX;"";d756b26ecbcad59ee361e7330e9b64f35856308e50b9e6e4033cec179ef9cba6
R2;1;Gate9th Shop;10013312;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";19ab698f28ed1dc219413a6533b534a01628ea5072b987ed23bdfe25688dcff9
R3;1;GateMaster Shop;10013332;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";709601b30fb23e62ed861359a37a192e95be355b356d669b2b11973c47c1c81e
R2;1;Gatierf Supermarket;10013341;G2;1;\"\";816-455-8733;5;S2;C;International;International;"";"";"";"";"";"";"";"";"";f8b67f19db6bdf9a3e8ab12ab25ac46d4418519531fa43b965daf8c90f6342b2
R3;1;GCC Store;10013376;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";a55a0c1901a03347fc99621358097f977abe7ed639c8bea5f6787a87898f7f1c
R3;1;G-Com Supermarket;10013397;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";4d139790e98277096860f8c9e8be4e4a3c79d12bf693449893ad5537af224872
R3;1;GDC Shop;10013426;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";7d53749efc8d0ec85c999c3a78d139ee66c8379a044f675eb0c5885600666176
R3;1;GDSS Shop;10013467;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10013467;Farmington;US;2015 San Juan Boulevard;\"\";\"\";\"\";NM;87401;e9d6fdcf65dd6d6d5e3dfff70f83471f5f669545a36bc0f55c0f5e7a8be78dc8
R3;1;GE Market;10013472;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10013472;Indianapolis;US;3343 Shelby Street;\"\";\"\";\"\";IN;46227;6fa60e92c67d5b01dde5d5306e56a025b1ac2d2ec247686912109790cdc0e33b
R3;1;Geac Shop;10013509;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10013509;Joliet;US;207 North Scott;\"\";\"\";\"\";IL;60435;db79670cf48f656734af02305cee536d1803c951ebf30ee29a0f16c080dd2a82
R3;1;GEAR Shop;10013538;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";5f55a754e076b7812df06c89811d0684c2bb10d31c8e3f05e58f66403e196fe8
R3;1;GearSource Shop;10013572;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";4cf370ed88c4fd7a2bf8bdb3a7643493dae78983d1c4bad559d6f81b1daf82b8
R3;1;Gebbie Store;10013574;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";ab6948f019cfcb3d2c0e0f1db4f72865d075f0d93dcc069ed123079f4d94f3fc
R3;1;Gehlken Supermarket;10013670;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";836082ea87012cf4af1740833179d8e272cc23c3ae763fc0ec79f6f41107226c
R3;1;Gemini Supermarket;10013765;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10013765;St Louis;US;5821 Hampton Avenue;\"\";\"\";\"\";MO;63109;23072ad5a07467bfde22a8df78b0bf301c2292f7aad0686e7fc67ebe1a90757c
R3;1;Greymac Trust Company;10013870;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";56bc50d40f664a98cc30fb1be8343fa5c167e4a258188544483d56c981da2cc9
R2;1;Grove Supermarket;10013871;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";4098b8ae3c948698570574c9764eb917306b0455f5ed65877b16c0d695d9c656
R3;1;Grumman Market;10013899;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";a7b397d76b5bbaf9e2dc3f351256ab11be67458ed84b0bad24c1b38b9bfbf017
R3;1;Guarantee Supermarket;10014043;G1;1;M1;816-455-8733;5;S18;C;International;International;10014043;Guadalajara Jal Mexico;IR;Rinconada De La Floresta 1137;Rinconada Del Bosque CP;\"\";\"\";"";44530;a3c66ffb2f5876a6d9dbaf39e293bd1d98191b8e90e5fbc4cbd8c3de0db0cccd
R2;1;Gulf Market;10014047;G2;2;\"\";816-455-8733;1;S4;C;Domestic;Western;10014047;Fresno;US;1510 Merced Street;\"\";\"\";\"\";CA;93706;0943c15218a0f79ebb9c7267fcaf10f3ca1ab7a2967a844f23d17c4fc5d3cbd7
R2;1;GURUs Shop;10014059;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";efc4726b11a9017d4f8a412e1a45a7ee7c6fa52eb2dbbd61f5598d7e2af29bc9
R2;1;H.H. Store;10014064;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";3dabd522f6ec0a672b8206710ca81bdab2b39645f2f2e06c3d93c47a767bbe8e
R3;1;Harbor Store;10014238;G1;1;M1;816-455-8733;5;S19;C;International;International;10014238;2215 TC Voorhout;IR;S Gravendam Seweg 53;\"\";\"\";\"\";"";"";1414bf4b90ca3e539856bd68f28ddbc6964b8ea9f9b2ef9298f5f7f4a4f806e5
R3;1;Harbour Store;10014264;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10014264;Springfield;US;1935 S Campbell;\"\";\"\";\"\";MO;65898;4582c17fd1614a9a231c016397eb042b7f7a46055ad9fd1bd49717cdba07108c
O2;1;Harte-Hanks Market;10014469;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10014469;Livonia;US;Accounting Department Service & Parts;PO Box 537940;\"\";\"\";MI;"";321ba8f84c3fd7da185efd306ab2883d8e082281bc760f9780c78c2fdfb9158c
R1;1;Harts Superstore;10014471;G3;1;\"\";816-455-8733;0;S2;C;International;Canada;10014471;Calgary;CA;2916-21st Street Northeast;\"\";\"\";\"\";AB;"";e3bf99ec0d3ed79f9869ef0216606927976eff9da4e722538974a8175250d57e
R3;1;Harvard Supermarket;10014495;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10014495;Clackamas;US;12900 SE Capps Road;\"\";\"\";\"\";OR;97015;63e22ada15e84ec3937253e02459e4d3599aba2093de469210372f506966bf82
O2;1;Harvey Shop;10014533;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10014533;Aurora;US;Chicago PDC #22;Attention  Accounts Payable;PO Box 2060;\"\";IL;"";33b8d1a649da9acd8944367cc4731df57078cc0c8bf32b252a8e6f36fa4bfe7b
R3;1;HarveyOpolis Shop;10014540;G1;1;M1;816-455-8733;5;S16;C;International;International;10014540;1980 Santiago;UK;Avda Bdo O'Higgins;\"\";\"\";\"\";"";"";be8dde70fe0f3b1eac1031bad0ce8f43bdad942873325246b7e2fdee90336ff2
R3;1;Hauppauge Supermarket;10014546;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10014546;Phoenix;US;Division of Western Truck Sales Inc;3530 East Washington Street;\"\";\"\";AZ;85034;04367bfe96a088651e04fb60264cbc0e64b2f1c83c5c6f40af95e1f253c999d8
R2;1;Haz-Mat Store;10014739;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10014739;Tulsa;US;Division of Parkhurst;15051 E Admiral Place;\"\";\"\";OK;74116;dc63091eb483cc54dd5c916bc5eee3fd3d2f75fc234dddecfce0d3a9ca12767a
R3;1;HBO Supermarket;10014779;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10014779;Fairview;US;PO Box 206;\"\";\"\";\"\";NJ;7022;b4df2465b4aedf1eb379d0ef3e13e2d570fcb9d8bc747fa124c42b2a329f96e4
R3;1;HBS Shop;10014802;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";a08485dc55f3666fc3c4e4791fd2a6269d9bfe76eb352435fe7a6533fcf5d800
R3;1;HCHS Shop;10014803;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10014803;Grand Rapids;US;3056 Eastern Avenue SE;\"\";\"\";\"\";MI;49508;3f48367e44d6bb38df2d12c1589b65f59d72fa5cce8069cf2db6b667215bfcbb
R3;1;HCS Shop;10014804;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10014804;Shreveport;US;Attention: Ann Borden;PO Box 31435;\"\";\"\";LA;71130;4635e528b51035b2cc3461523b7c724fa3f9bf7bcd53a4743b68b9389703319c
O1;1;Healtheon Shop;10014810;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10014810;Canton;US;Attention: Accounts Payable Department;PO Box 8844;\"\";\"\";OH;"";aa68933ec53f56db66a01f09ed75d78eb8918429891718c9fdf6cda9a3f6aae6
R3;1;Hederman Supermarket;10015011;G1;1;M1;816-455-8733;5;S19;C;International;International;10015011;SE-132 28 Saltsjo-Boo;AU;Svarvarvagen 14;\"\";\"\";\"\";"";"";bc3da33200f0c369c90f8f865502f6ea992c571d9f6836b8fd87b4e22c56a30f
R2;1;Hegemony Shop;10015030;G2;2;\"\";816-455-8733;1;S5;C;Domestic;Western;10015030;Anchorage;US;2192 Viking Drive;\"\";\"\";\"\";AK;99501;4b301fba141fa5182cc2e7dac4ac96257b23eed82039af5e60c4bd4f48e938f1
R3;1;Hekimian Store;10015253;G3;1;\"\";816-455-8733;5;S8;C;International;International;"";"";"";"";"";"";"";"";"";c631eca7faac692e22f117f45c3e75b6d81f035c6a90a340aa45dcbe790371c6
R3;1;Helfand Store;10015267;G1;1;M1;816-455-8733;5;S19;C;International;International;10015267;Sollinge Molle;UK;5750 Ringe;\"\";\"\";\"\";"";"";6b00a5ee9b521ce321b5898c7168e7fdbc6274de4b4dd8a474f74fcd99527176
R3;1;Helios Shop;10015275;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10015275;Marshfield;US;1601 East 29th Street;\"\";\"\";\"\";WI;54449;635f037f4376ad18eeb82f427c7c02632819a444b0fa7e46904f8f2322d1ee2e
R2;1;Helius Shop;10015325;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";1f2f89a53f3348daff4640ad71cddd118ce3b148415bec75ae384954127485f1
R3;1;Hennings;10015495;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10015495;Kansas City;US;Attention:  Accounts Payable;686 South Adams;\"\";\"\";KS;66105;ed229be16b9a1e6542244578a139e33aa1391d50353275643928208e6761f25d
R3;1;Hercules Supermarket;10015686;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";fd4ded21341b1195467f3c0659e02bc1c31f4f056f70d9efef62bac64d83c129
R3;1;Hershey Supermarket;10015783;G2;2;\"\";816-455-8733;3;S1;I;Domestic;Northeast;10015783;Philadelphia;US;Attention: Anna Markert;3111 W Allegheny Avenue;\"\";\"\";PA;19132;128a5881180cf9ab6c3d5d927408a81baa70a6d0ac25dd99717fd2b384d5a1a9
R3;1;hesketh.com Shop;10015789;G1;1;M1;816-455-8733;5;S19;C;International;International;10015789;Jeddah;AU;PO Box 14311;\"\";\"\";\"\";"";21424;e5a8eefa90024372622f49f914ccaefabbfb39471296c02d0fd369fa223c6f41
R3;1;Hetrick Supermarket;10015793;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10015793;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;1d65533bfbf0b07605796a49e6ccc7c8cbb1568fef90558f056a26ef2bf18c0f
R2;1;Heurikon Shop;10015824;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10015824;South Bend;US;PO Box 7005;\"\";\"\";\"\";IN;"";5f6a1605e4c227eda02b0e9c2e2fc25ed7bee20a97fb9ff700a89b065bef2d02
R3;1;Hewlett Supermarket;10015886;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";951927ec0e83d6744afefa576c591167ee0d963ee2a2cf2d7e0c662a670b4190
R3;1;Hidden Market;10015956;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";c583e99946e7a2f97d9263e3738b3cf56c1c0ab656d86e9465b9ec52bcf24b4a
R3;1;High Supermarket;10016045;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10016045;Monroe;US;1051 West 7th Street;Building # 2;\"\";\"\";WI;53566;e2471d0e51665850a2a5485d1f319553e145add3848e31279b6a9601f23a1161
R3;1;High Store;10016047;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10016047;Nashville;US;975 Main Street;\"\";\"\";\"\";TN;37206;61137c5e4b46e0147516ad1fb3ba0465e99956155465d8eb71019e7480cc310f
R2;1;Hill Supermarket;10016113;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";5a9279452eb39a41fc8b3c7074d7f6dbc71d222f0cbf4c0f11f7fa192b39fcfd
R1;1;HMR Shop;10016303;G2;2;\"\";816-455-8733;3;S20;C;Domestic;Northeast;10016303;Buffalo;US;60 Depot Street;\"\";\"\";\"\";NY;14206;14c836a731a6351465cfaae835ddd92574610528bfb08ba94ed6db0734c4bd6f
R3;1;Hobart Store;10016334;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10016334;Overland Park;US;Attention Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";eea642e84b95c66e2cb9a92af46c57d801d746fc957a3ef3e5c50f9446436a1e
O2;1;Holy Supermarket;10016542;G2;2;\"\";816-455-8733;2;S12;C;Domestic;Southern;10016542;Greenville;US;Greenville PDC #23;52 Bruce Road;\"\";\"\";SC;29605;d8d3d1a6072b0d785fef805a6a022edee064afc94009d9e21020de6feb0194fe
R3;1;Home Superstore;10016548;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10016548;Mobile;US;4700 Rangeline Road;\"\";\"\";\"\";AL;36619;a83a31a43972fbbd19c310c40517c153b836e6028a3fe82d068c858d52ff86be
R3;1;Home Store;10016549;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10016549;Jacksonville;US;PO Box 6307;\"\";\"\";\"\";FL;32236;0c0a758b1f4abac699c2e1ab21b789920b33201367cdcacf4e16623bd4be96b9
R3;1;Home Market;10016564;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10016564;Traverse City;US;PO Box 2338;\"\";\"\";\"\";MI;49685;7b7b8fd05e5cba7292a1ebbf3d6ba035456bc0c00df808d93040bffe6c11e352
R3;1;Bounds Megaplace;10016588;G2;2;M1;816-455-8733;2;S16;C;Domestic;Southern;10016588;Schertz;US;6025 Corridor Parkway;\"\";\"\";\"\";TX;"";e35c1cf54848f512958fe2012f45a96d915741bc5af2eb5aa52443f50a5e130c
R1;1;Homestead Market;10016609;G3;1;\"\";816-455-8733;0;S21;C;International;Canada;10016609;Winnepeg;CA;Unicity Distribution Systems;1445 Church Avenue;\"\";\"\";MB;"";44e8b61d66544354afc1baa537d54e92b47f1f67506e00c2417285f22f7296ba
R3;1;iBEAM Shop;10016780;G1;1;M1;816-455-8733;5;S18;C;International;International;"";"";"";"";"";"";"";"";"";f0b2379aabb94610f4430fc06d70d5d2964684749aa0d98ac45bdbe0fd1779b1
R2;1;IBEX Shop;10016784;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10016784;Pocahontas;US;PO Box 129;\"\";\"\";\"\";IA;50574;d92e2aa2dd394ae91ec78fc5db676db4e6bf898a6575b223d28d4eca23bdec8d
R3;1;Ibis Shop;10016807;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10016807;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";f6e9ad02abe2d61fb8271902a229ced005f045337c808d938378cb38fc9aab3e
R2;1;IBVA Shop;10016858;G2;2;\"\";816-455-8733;1;S5;C;Domestic;Western;10016858;Beaverton;US;6590 SW Fallbrook Place;(Commercial Industrial);\"\";\"\";OR;97008;4c2775e3fc977339cac4e17aa68c945235a5edede9bc75ba4e6d72f62055c9ce
R1;1;Icon Superstore;10017036;G2;2;\"\";816-455-8733;4;S11;C;Domestic;Central;10017036;Eagan;US;580 Yankee Doodle Rd Ste 1200;\"\";\"\";\"\";MN;55121;953a0921f761e03c4823274554619a7ee4c27667565f4a9d0359cef8f0bce786
R3;1;Icon Market;10017054;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10017054;Newport;US;7640 North Telegraph;\"\";\"\";\"\";MI;"";7fdd44162894b77c219f274c794693f6396034a6880a00d6a990cfd8ccfbb0df
R3;1;Iconation Shop;10017072;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10017072;Chicago;US;4200 S Morgan Street;\"\";\"\";\"\";IL;60609;70fbe9b5490ee7df57f21a9392bc11eb440f54ee1566580648d386421617d51f
R3;1;Id Shop;10017290;G1;1;M1;816-455-8733;5;S16;C;International;International;10017290;Bogota;UK;Transversal 49 No. 102-00;\"\";\"\";\"\";"";"";d8390f6cb62904a654317de0e00db4a2fab121af9c0d19c8985469ae2a7bad78
R3;1;Idyll Store;10017307;G3;1;\"\";816-455-8733;0;S8;C;International;Canada;10017307;Anjou;CA;10401 Boul Parkway;\"\";\"\";\"\";QU;"";9d4024a30564992913ffca808cdc5f73658b67f0ad086f6f611be1827c9bdf32
R3;1;Idyllwild Shop;10017314;G2;2;\"\";816-455-8733;2;S14;C;Domestic;Southern;10017314;El Paso;US;8901 Montana Avenue;\"\";\"\";\"\";TX;79925;7678503e916c5f4fe0128fe051df55c39dcfaf49a1fefc3d64a75ebcf639b9e1
R2;1;iLanguage Shop;10017553;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10017553;Ottawa;US;PO Box 660;\"\";\"\";\"\";KS;"";22107296493141a352b107e9b55673e4aa4bcc2b23ef92bb8f3d7cca35c67d7d
R3;1;Illuminati Shop;10017576;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10017576;New Orleans;US;PO Box 10455;\"\";\"\";\"\";LA;70181;327af3ea99389989cde75dbf876e8f89f6224ccd9293888052cae2320b2d4527
R3;1;Ilog Shop;10017585;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10017585;Milwaukie;US;11811 West Silver Spring Drive;\"\";\"\";\"\";WI;53225;28c5d204a0e43593205eb55dcffebc7aa873a498ba31d14793e7db1a26883240
R3;1;Kellys Gigastore;10017638;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10017638;Roanoke;US;Advance Auto Parts;Attn  Merchandise Accts. Payable;P.O. Box 2710;\"\";VA;24001;ae1cb9c91367e23b363e6f9de880afcc86fa4d689b9e49172e6a8b253aac8f66
R1;1;Lee Megastore;10017828;G2;2;\"\";816-455-8733;1;S20;C;Domestic;Western;10017828;Cypress;US;PO Box 762;\"\";\"\";\"\";CA;90630;87461bb893b58b83fd42d736b188083e84cb00b54cf0849f059d5039ebc30b63
R3;1;J.A. Supermarket;10017852;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";d0ea0916ae35ec797400fedbe10324c4e480b1ec924237b87bd559ce386cf514
R3;1;J.M. Market;10018129;G1;1;M1;816-455-8733;5;S19;C;International;International;10018129;ZI 1 Ducos;IR;Rue Champion;\"\";\"\";\"\";"";"";c688ccb5f3e164555423890e01586ffa7c4698106282a1dd4e9628cf39faac26
R3;1;J.M. Supermarket;10018146;G3;1;\"\";816-455-8733;0;S8;C;International;Canada;10018146;Fort Macleod;CA;Box 1178;\"\";\"\";\"\";AB;"";b3fef716486b999753ee2d1c5d1fabb22aa8d79cfb181f88279db9adb925156a
R3;1;Johnson Store;10018352;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";79e78efb4f7a1a586b4543d077191fc9809b0f75c85e5963c0ec5ea6b4015ff3
R3;1;Jones Stores;10018363;G1;1;M1;816-455-8733;5;S18;C;International;International;10018363;Panama Rep De Panama;IR;EDIF N 4141;Apdo Postal 642 Zona 9-A;\"\";\"\";"";"";d0036db291bc3037070d0f71542d53ca484cd52f4d0fc4dd820b7f260f6bf8dc
R3;1;Joy Supermarket;10018371;G1;1;M1;816-455-8733;5;S19;C;International;International;10018371;00-394 Warsaw;UK;Solec 44;\"\";\"\";\"\";"";"";45b01cc924bee4bba3b2bb77ee39327df1134c635573de75a81238f31eff138b
O2;1;K Shop;10018518;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";a349732479908e48f7da668b2c0a2ebf84c56442c9905067842f52968d5924a5
R2;1;K Supermarket;10018580;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10018580;Beaumont;US;PO Box 790;\"\";\"\";\"\";TX;77704;ccf188b35ecc44790eb1f5352a448d474916f03f061718f78141a5997245bd5b
R3;1;K&K Supermarket;10018603;G1;1;M1;816-455-8733;5;S19;C;International;International;10018603;Dubai;UK;PO Box 12932;\"\";\"\";\"\";"";"";d98b155c6fb152b7cee751f31b5b8e0efafa0fac6e071f087890a6e1b4030f03
R1;1;K&M Supermarket;10018623;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10018623;Laurel;US;17 Perry Road;\"\";\"\";\"\";MS;39440;e2a32014b9181895a1cd4d18c319f5e8d3052ddde9bcc7810c19276d5098f27b
R2;1;K.C. Supermarket;10018628;G2;2;\"\";816-455-8733;1;S5;C;Domestic;Western;10018628;Tigard;US;12805 SW 77th Place;\"\";\"\";\"\";OR;97223;959292bf3335c5713424d6f5318f28503ecddf8425342c3a8eef734fd1dce5f4
R3;1;Kabbalah Shop;10018644;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10018644;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";b107804a8b43952190278b92625a0f9e964779b3b05358ae786e6c74eaf44f32
R3;1;Kaim Supermarket;10018665;G2;2;M1;816-455-8733;3;S16;C;Domestic;Northeast;10018665;Wester Chester;US;1028 Saunders Lane;\"\";\"\";\"\";PA;19380;448c66cebe3fd0ff746d5bdb915ad6571be9d551749021756c090a30818fa7cc
R3;1;Kari Supermarket;10018867;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10018867;Flint;US;2400 R E O Drive;\"\";\"\";\"\";MI;48507;97188f5ccb9ef012b3fb7c75467747cd842498b5927d2a4e8806da398eb890af
R3;1;Karickal Store;10018868;G1;1;M1;816-455-8733;5;S19;C;International;International;10018868;\"\";AU;PO Box 871 Safat;\"\";\"\";\"\";"";"";e5db3a7857e97f7d01d20ff94fb58846c80d75826432297df7dced6240c5e529
O2;1;Karsings;10018871;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10018871;Livonia;US;Field Accounting Department;PO Box 2003;\"\";\"\";MI;48151;fa4deae8434ed8373a3cbb08b14a3d416fb5eaa671cbbafffcf132ed46b2c190
R3;1;KAT Store;10018877;G1;1;M1;816-455-8733;5;S17;C;International;International;10018877;Beirut;AU;Dagher Plast Building 17;Baizoob Area;\"\";\"\";"";"";65821f171e77e1420f902e021518ef09498c0ebb4817e3a0459fec9e30caaa8e
R3;1;Kawneer Market;10018885;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10018885;Pocatello;US;128 So. 2nd Avenue;\"\";\"\";\"\";ID;83201;c6fb932c21a067fc85fffac92fce4d8429a8eeb328dcdd162a4da137e35b820b
R3;1;Kazinformcom Shop;10018890;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10018890;St. Cloud;US;18 North East 7th Avenue;\"\";\"\";\"\";MN;56304;719f11314337ea572e8791437273a1a62322a9b96b61dd420e1939db85514840
O2;1;Kendrick Store;10018950;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";13049ad45ef6bd2c6b6b0c2f2ac02eb0806169bbe75aa89b58dca8a89553be86
R3;1;Kennecott Supermarket;10018957;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";b04fd129b02f3534291007f5cfdc63ef621e673dc389cee3d4ccd984e53f7737
R3;1;KENROB Megaplace;10019066;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";bf24c38099d787f336059056e096c5267351efd4493e812aeefc728be9fe6001
R3;1;Kensington Market;10019105;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10019105;Mechanicsville;US;6029 Mechanicsville Pike;\"\";\"\";\"\";VA;23111;9c12a5760674405fc685f3d53bc59f8370b8ae4300fad58d8b7ee3d160f9a6c0
O2;1;KentISP Shop;10019109;G2;2;\"\";816-455-8733;1;S12;C;Domestic;Western;10019109;Sacramento;US;Sacramento PDC #13;Attention  Accounts Payable;PO Box 15279 C;\"\";CA;"";37d46f50e362e1f81ea0fd536bb60792cb13d961c7d7a3c450c5076f4f662cc2
O2;1;Kentucky Supermarket;10019150;G2;2;\"\";816-455-8733;2;S12;C;Domestic;Southern;10019150;Jacksonville;US;Jacksonville PDC #21;Attention  Accounts Payable;PO Box 23017;\"\";FL;"";87dd475e46ae4d25d1f28d6f09e04318d37ad25de0950b81472128fb0a2938c8
